osmid,y,x,highway,street_count,junction
11586448857,43.4322294,-80.5258209,,3,
11586448858,43.4322672,-80.5257092,,4,
11586448859,43.4323184,-80.5255546,,3,
11586448860,43.432178,-80.525155,,3,
11586448861,43.4322235,-80.5250217,,3,
11586448863,43.432016,-80.5248813,,3,
11586448864,43.4322784,-80.5248628,,1,
11586452971,43.4343476,-80.5198857,,3,
11586488669,43.4323565,-80.5254478,,3,
11586488672,43.432258,-80.5251388,,3,
11586503523,43.480687,-80.5272249,,3,
11586503524,43.4807611,-80.5265394,,1,
11587061813,43.4813749,-80.5227489,,3,
11587061815,43.4809779,-80.5236139,,3,
11587061816,43.4807929,-80.5234461,,3,
11587061818,43.481162,-80.522588,,3,
11587061819,43.480916,-80.5224021,,3,
11587061823,43.4808431,-80.5234917,,3,
11587061824,43.4808802,-80.523854,,1,
11587061826,43.4805534,-80.5237542,,3,
11590937516,43.5093269,-80.5425295,,3,
11590937518,43.5083272,-80.5430675,,1,
11590937520,43.5087638,-80.5435515,,3,
11590937521,43.5093486,-80.5424954,,3,
11590937522,43.509159,-80.5422763,,1,
11590937523,43.5090451,-80.5427917,,3,
11590937524,43.5086308,-80.5423531,,3,
11590937528,43.5089665,-80.5430038,,3,
11590937531,43.5088136,-80.5425466,,3,
11590937532,43.509169,-80.5425953,,3,
11590937533,43.5090661,-80.5424747,,1,
11590991117,43.4773432,-80.5389307,,3,
11590991120,43.476537,-80.5382765,,1,
11590991122,43.4773065,-80.5390333,,3,
11590991125,43.4770789,-80.5391079,,3,
11590991127,43.4772326,-80.5392397,,4,
11590991129,43.4768973,-80.538747,,1,
11591024455,43.508101,-80.5382646,,3,
11591024456,43.5080398,-80.5385699,,3,
11591024462,43.5084865,-80.5382879,,3,
11591024463,43.5085878,-80.5385166,,3,
11591024467,43.5079342,-80.5389112,,3,
11591024468,43.5084683,-80.5395595,,1,
11591175795,43.4445835,-80.5179273,,3,
11591175801,43.4443389,-80.5170288,,1,
11591463263,43.4805422,-80.522102,,3,
11591463264,43.4807384,-80.5215832,,3,
11591463268,43.4806588,-80.5205182,,1,
11591520470,43.4811726,-80.5209943,,1,
11591520473,43.4806491,-80.5218193,,3,
11591520474,43.4803608,-80.5216065,,1,
11591520475,43.4806727,-80.5215354,,3,
11591520477,43.4805972,-80.5211216,,3,
11591573557,43.4932137,-80.5385435,,3,
11591573560,43.492773,-80.5405799,,3,
11591573562,43.4928542,-80.540058,,3,
11591573563,43.4932409,-80.5400274,,3,
11591573564,43.4929516,-80.5400592,,3,
11591573565,43.4929614,-80.5405303,,3,
11591573566,43.4928128,-80.5391343,,3,
11591582869,43.4927734,-80.5387441,,3,
11591582870,43.4927554,-80.5386155,,3,
11591582873,43.4931057,-80.5400331,,3,
11591582874,43.4931087,-80.5404855,,3,
11591582876,43.492558,-80.5399769,,1,
11591613799,43.506463,-80.5345541,,3,
11591613804,43.5056085,-80.5338111,,1,
11591613805,43.5063233,-80.5343724,,3,
11591613811,43.5060165,-80.5349201,,3,
11591615562,43.4732363,-80.5311272,,3,
11591615565,43.4728872,-80.5315197,,1,
11591615566,43.4733313,-80.5312326,,3,
11591630869,43.4732555,-80.5318961,,1,
11591631768,43.4526894,-80.4893364,,3,
11591667071,43.4532235,-80.4894733,,1,
11591667080,43.4528766,-80.4894358,,3,
11593064841,43.4452162,-80.5155395,,1,
11593064842,43.4449338,-80.5153418,,1,
11593064843,43.4450762,-80.5154415,,3,
11593064844,43.4453254,-80.5147804,,3,
11593064846,43.4449347,-80.5155329,,1,
11593064847,43.4448017,-80.5159272,,1,
11593064848,43.4448688,-80.5157284,,3,
11593064849,43.445268,-80.5159883,,3,
11593064851,43.4447464,-80.5160747,,1,
11593064852,43.4446217,-80.516469,,1,
11593064853,43.4446883,-80.5162584,,3,
11593064854,43.4450863,-80.5165029,,3,
11593064862,43.4444531,-80.5169557,,1,
11593064863,43.4445943,-80.5165138,,1,
11593064864,43.4445178,-80.5167532,,3,
11593064865,43.4449091,-80.5170048,,3,
11593064867,43.4452434,-80.5176169,,1,
11593064868,43.4455987,-80.5165923,,1,
11593066769,43.4449733,-80.5168232,,3,
11593066770,43.4454175,-80.5171151,,3,
11593066772,43.4453086,-80.5158731,,3,
11593066774,43.4458964,-80.5156919,,1,
11593066802,43.4450625,-80.5180682,,1,
11593066803,43.4447446,-80.5189932,,1,
11593066804,43.4449301,-80.5184534,,3,
11593066805,43.4445509,-80.5180196,,3,
11593066810,43.4442403,-80.5177784,,1,
11593066811,43.4440834,-80.5180722,,1,
11593066812,43.44416,-80.5179287,,3,
11593066813,43.4444642,-80.5182652,,3,
11593066815,43.4441734,-80.5190891,,3,
11593066817,43.4440187,-80.5186467,,1,
11593066827,43.4458602,-80.5183898,,3,
11593066831,43.4453917,-80.5196868,,3,
11593066832,43.4452632,-80.5195989,,3,
11593066833,43.4457248,-80.5183002,,3,
11593066900,43.4459479,-80.5181496,,3,
11593066901,43.4454539,-80.5178119,,1,
11593066903,43.4457228,-80.5179957,,3,
11593066905,43.4464007,-80.5169124,,3,
11593066957,43.4458006,-80.514233,,1,
11593066958,43.4452889,-80.5136582,,1,
11593066959,43.4452225,-80.5132872,,3,
11593066963,43.4457072,-80.5138376,,1,
11593066965,43.4456939,-80.5132226,,3,
11593066966,43.4456394,-80.5134531,,3,
11593066970,43.4456815,-80.5150218,,3,
11593066972,43.4457394,-80.5147176,,1,
11593973071,43.475933,-80.5333028,,3,
11593973074,43.4750974,-80.5332711,,1,
11597397144,43.5123733,-80.5324483,,3,
11597397150,43.5121686,-80.5322144,,3,
11597472297,43.5065798,-80.5247601,,3,
11597472299,43.5067946,-80.5251236,,3,
11597472304,43.5072154,-80.5251697,,3,
11597472312,43.5073047,-80.5251228,,3,
11597472321,43.5072018,-80.526397,,3,
11597472325,43.5068307,-80.5258626,,1,
11597472331,43.5077382,-80.5239917,,3,
11597472332,43.5072524,-80.5243132,,3,
11597472334,43.5074899,-80.524998,,3,
11597507649,43.4427231,-80.5190827,,3,
11597507654,43.4427558,-80.5184851,,3,
11597507655,43.4428472,-80.518266,,1,
11597507656,43.4427061,-80.5184543,,1,
11597731759,43.4222551,-80.5555752,,3,
11597731761,43.4214425,-80.5550332,,1,
11598167849,43.4600911,-80.5031432,,3,
11598167853,43.4606593,-80.5024881,,1,
11602233826,43.4793101,-80.5256065,,3,
11602233827,43.4793177,-80.5255345,,4,
11602233829,43.4793632,-80.5251259,,3,
11602233831,43.4794522,-80.5253856,,1,
11602233834,43.479014,-80.5254711,,4,
11602233835,43.4790042,-80.5255413,,3,
11602264374,43.4411708,-80.5134305,,3,
11602264376,43.4413153,-80.5131304,,3,
11602264378,43.4413567,-80.513436,,1,
11602264381,43.4415653,-80.5128049,,1,
11602358523,43.4505158,-80.5171529,,4,
11602358527,43.4508724,-80.5173566,,1,
11602358529,43.450556,-80.5180934,,1,
11602367583,43.4514283,-80.5871805,,3,
11625955425,43.4215701,-80.5545441,,3,
11634131698,43.4688653,-80.5100363,,3,
11634131700,43.4692122,-80.5106722,,1,
11637508581,43.4399514,-80.5196011,,3,
11637508586,43.4396192,-80.5191472,,1,
11639140063,43.4382115,-80.5168238,,3,
11639363277,43.4418703,-80.5150332,,3,
11639363286,43.4400499,-80.5192989,,3,
11639363288,43.4396304,-80.518575,,1,
11639363364,43.4442093,-80.5081152,,3,
11639363365,43.4439919,-80.5078604,,4,
11639363367,43.4436513,-80.5075788,,3,
11639363369,43.4438901,-80.5080309,,4,
11639363371,43.4430224,-80.5069152,,1,
11639363408,43.4445793,-80.5104841,,3,
11639363411,43.444349,-80.5111389,,3,
11641139778,43.4776191,-80.4821861,,3,
11641139779,43.4776457,-80.482391,,3,
11641139781,43.4774016,-80.482405,,3,
11641139784,43.4771383,-80.4823341,,3,
11641139787,43.4771137,-80.4819686,,3,
11641139790,43.4771465,-80.4830392,,1,
11641139791,43.477222,-80.4823471,,3,
11643032546,43.4562093,-80.4821943,,3,
11643032547,43.4563905,-80.4826691,,1,
11643032568,43.4576736,-80.4827986,,3,
11643059470,43.4573349,-80.4823183,,1,
11643059494,43.4587013,-80.4821978,,3,
11643059515,43.4572442,-80.4839801,,3,
11643059516,43.4574211,-80.4843859,,3,
11643059518,43.4578814,-80.4846214,,3,
11643059520,43.4578258,-80.4847878,,3,
11643059550,43.4550417,-80.4841086,,3,
11643059553,43.455187,-80.4843762,,3,
11643059556,43.4549361,-80.4839141,,3,
11643059557,43.4551337,-80.4837584,,1,
11643059559,43.454984,-80.4840023,,3,
11643059560,43.4551724,-80.4838398,,1,
11643059562,43.4547726,-80.4836129,,3,
11643059565,43.4549018,-80.4838509,,3,
11643059605,43.4546885,-80.4858856,,3,
11643059606,43.454293,-80.4862058,,1,
11643059607,43.4546406,-80.4859283,crossing,4,
11643059663,43.4513193,-80.4879315,,3,
11643059664,43.451414,-80.4881411,,1,
11643059667,43.4511611,-80.4890885,,3,
11643059669,43.4509495,-80.488993,,1,
11643059697,43.4479745,-80.4895186,,3,
11643059699,43.4475392,-80.4895955,,1,
11643059700,43.4478839,-80.489617,,3,
11643059703,43.4478442,-80.4892958,,3,
11643059722,43.4467719,-80.4923106,,3,
11643059725,43.4463701,-80.4917,,1,
11643199786,43.4558854,-80.4905728,,3,
11643199790,43.4553395,-80.4911451,,3,
11643199792,43.4558173,-80.4907739,,3,
11643199793,43.4555444,-80.490591,,3,
11643199795,43.4557586,-80.4909474,,3,
11643199796,43.4554836,-80.4907814,,3,
11643199798,43.4553891,-80.4910547,,3,
11643199800,43.4555669,-80.4912699,,1,
11643199801,43.4559873,-80.4902719,,3,
11643199804,43.4555723,-80.4899268,,1,
11643199807,43.4549035,-80.4923242,,3,
11643199809,43.4547872,-80.4919078,,3,
11643199811,43.4550158,-80.4922345,,3,
11643199814,43.4547088,-80.4917053,,1,
11644518004,43.4484236,-80.5550736,,1,
11644518005,43.4483266,-80.5549299,,3,
11644518006,43.4482802,-80.5539161,,3,
11644518007,43.4479836,-80.5549461,,3,
11648440090,43.4620248,-80.5004262,,3,
11648440091,43.4622878,-80.4996593,,1,
11653274375,43.4633606,-80.5024329,,3,
11653274378,43.4630144,-80.5033808,,3,
11653274387,43.463837,-80.5040255,,3,
11653274389,43.4633903,-80.5037271,,3,
11653274390,43.4639099,-80.5038199,,3,
11653274392,43.4634649,-80.5035247,,3,
11655825813,43.4712126,-80.5239273,,3,
11655825814,43.4712022,-80.5240023,,4,
11655825816,43.4711575,-80.5245152,,1,
11659645114,43.470871,-80.5280463,,3,
11659645116,43.4706402,-80.527766,,1,
11659645117,43.471206,-80.5270903,,3,
11659645119,43.4708304,-80.5268424,,1,
11659645120,43.4711856,-80.5259401,,1,
11659645123,43.4714232,-80.526493,,3,
11659645124,43.4727768,-80.5255031,,3,
11659645127,43.47268,-80.5249198,,1,
11659645130,43.4726215,-80.5259459,,3,
11659645133,43.4723466,-80.5254921,,1,
11659645134,43.4725144,-80.526251,,3,
11659645136,43.4722024,-80.5260339,,3,
11659645137,43.4722816,-80.5258242,,1,
11659645138,43.4721215,-80.5262458,,1,
11659738925,43.4301608,-80.5320861,,3,
11659738929,43.4301836,-80.5309024,,1,
11664871853,43.4940653,-80.5448699,,3,
11668607565,43.4769736,-80.5226772,,3,
11668607567,43.4768219,-80.5225812,,3,
11668608670,43.475735,-80.5219666,,3,
11668608672,43.4757535,-80.5210084,,3,
11668608673,43.4770514,-80.5219385,,3,
11680147015,43.5272191,-80.5453068,,3,
11680147018,43.5278363,-80.5451489,,3,
11680271427,43.5135504,-80.5241545,,1,
11680271428,43.513006,-80.5235612,,3,
11680271429,43.5132676,-80.523845,,3,
11680271431,43.5132018,-80.5232313,,3,
11680271432,43.5131371,-80.523702,,3,
11680271433,43.5133297,-80.5233755,,3,
11680271435,43.512676,-80.522456,,3,
11680271436,43.5128722,-80.5237866,,3,
11682028992,43.4541341,-80.5491602,,3,
11682028995,43.4543689,-80.5498764,,1,
11682118390,43.4668817,-80.5685281,,3,
11682118391,43.4669235,-80.5685604,,4,
11682118394,43.4676138,-80.5691323,,1,
11682118395,43.4664489,-80.5698404,,4,
11682118399,43.4671646,-80.5707101,,1,
11682118400,43.4668261,-80.5701396,,3,
11682118401,43.4668809,-80.5699961,,1,
11682118402,43.4673176,-80.568846,,3,
11682118403,43.4672865,-80.5689231,,1,
11684155245,43.4932558,-80.5326611,,1,
11684155246,43.4931745,-80.5342617,,3,
11684155254,43.4934716,-80.533954,,3,
11684155255,43.4934152,-80.5344829,,3,
11684155256,43.4932993,-80.5341417,,3,
11684388257,43.4651045,-80.4815789,,3,
11684388259,43.4654845,-80.4806758,,1,
11684388261,43.4646893,-80.4822435,,3,
11688127869,43.4464575,-80.5726468,,3,
11688127872,43.4463441,-80.5729443,,3,
11688127873,43.4458616,-80.5726596,,3,
11688435142,43.4626574,-80.5005996,,3,
11688435146,43.4628046,-80.5012732,,3,
11700919870,43.4451784,-80.5208643,,3,
11700919872,43.4457898,-80.522083,,3,
11700919873,43.4450938,-80.5219547,,4,
11700919874,43.4452592,-80.5219864,,4,
11700919875,43.445359,-80.5209896,,3,
11700919878,43.4456713,-80.5220611,,3,
11700919879,43.4457688,-80.5212739,,3,
11707633726,43.4601728,-80.5098616,,3,
11707633727,43.4609064,-80.5103471,,3,
11707633730,43.4605802,-80.5101233,,3,
11707633731,43.460942,-80.5091292,,3,
11707633732,43.4605738,-80.5087372,,4,
11707633733,43.4603501,-80.5084916,,1,
11707633734,43.461008,-80.5091829,,1,
11707633735,43.4603048,-80.5099493,,3,
11707633736,43.4607025,-80.5088673,,3,
11707633737,43.4599926,-80.5097472,,3,
11707633740,43.4598986,-80.5098565,,1,
11727249867,43.5107453,-80.5324115,,3,
11727249868,43.5109067,-80.532515,,3,
11727261669,43.5112374,-80.5315695,,1,
11727261674,43.5108525,-80.5338258,,3,
11727261676,43.5106872,-80.532574,,3,
11727261677,43.5108718,-80.5326978,,3,
11727261678,43.5105399,-80.5336261,,3,
11733358887,43.5096887,-80.535359,,3,
11733358889,43.509038,-80.5348859,,3,
11733358890,43.5083915,-80.5359779,,3,
11733358891,43.5085483,-80.5357147,,3,
11733358898,43.5095866,-80.5352486,,3,
11733358899,43.509419,-80.5356142,,3,
11733358900,43.509114,-80.5352748,,1,
11733358902,43.5094981,-80.5354242,,3,
11738910764,43.4657719,-80.519261,,1,
11738910767,43.4655481,-80.5199933,,4,
11738910768,43.4655095,-80.5199792,,3,
11738917528,43.466322,-80.4966949,,3,
11738917529,43.4661156,-80.4968872,,3,
11738917530,43.4662237,-80.4965034,,3,
11738917531,43.4660154,-80.496697,,3,
11738917532,43.4661387,-80.4963182,,3,
11738917533,43.4659192,-80.4965146,,3,
11746984625,43.4636504,-80.5283719,,1,
11747124526,43.4678793,-80.5170326,,3,
11747124528,43.4681059,-80.5174635,,3,
11751656466,43.4634904,-80.5302411,,3,
11751656468,43.4632271,-80.5299854,,1,
11760040893,43.4782276,-80.605752,,1,
11762385130,43.4940403,-80.5128396,,1,
11762385133,43.4942039,-80.5119968,,3,
11762385134,43.4940528,-80.5122652,,3,
11762385136,43.493639,-80.5121875,,1,
11762385137,43.4939735,-80.5117482,,3,
11762385139,43.4938105,-80.5120152,,3,
11762385140,43.5029291,-80.5279057,,3,
11762385141,43.5024692,-80.5276606,,3,
11762385143,43.5029449,-80.5278449,,3,
11763793598,43.5056534,-80.5318363,,3,
11763793601,43.5058677,-80.5314657,,3,
11763793603,43.5012075,-80.5269476,,3,
11763793605,43.5005372,-80.5282548,,3,
11763793622,43.5042263,-80.5382472,,3,
11763793624,43.5038959,-80.5381498,,1,
11777581419,43.5016436,-80.53986,,3,
11777581422,43.5013488,-80.5394843,,3,
11777581423,43.5017503,-80.5399478,,3,
11777581424,43.502126,-80.5389773,,1,
11777722303,43.4407925,-80.5170798,,3,
11777722306,43.4412065,-80.5171867,,1,
11777722307,43.4407073,-80.5173229,,3,
11777722310,43.4411628,-80.5175672,,1,
11777722313,43.4410773,-80.5177787,,1,
11777722314,43.4402519,-80.5186797,,3,
11777722316,43.440654,-80.518995,,3,
11777722317,43.4405746,-80.5191939,,1,
11777722318,43.440693,-80.5189003,,1,
11779823403,43.4600235,-80.5096512,,1,
11780191931,43.4850906,-80.5277506,,3,
11780191932,43.4849955,-80.5277334,,4,
11780191933,43.4849301,-80.5276172,,3,
11780191935,43.4849714,-80.5272647,,3,
11780191936,43.4848039,-80.5267756,,3,
11780191941,43.4847214,-80.5271983,,3,
11780191942,43.4848877,-80.5272425,,3,
11780191945,43.4848438,-80.527599,,3,
11780191946,43.4848038,-80.5272202,,3,
11780191949,43.4847631,-80.527582,,3,
11780191950,43.4850412,-80.5272728,,4,
11780217343,43.5096955,-80.5246739,,3,
11789408064,43.4507439,-80.4836949,,3,
11806046175,43.4459839,-80.5067746,,1,
11806046177,43.4462871,-80.506097,,3,
11806046178,43.4457347,-80.5061845,,1,
11806046180,43.4457768,-80.5056821,,3,
11817370253,43.4456832,-80.5818233,,3,
11824538969,43.4556407,-80.5071776,,3,
11824538970,43.4550772,-80.5075089,,3,
11829754966,43.4921755,-80.5138147,,3,
11829789273,43.49205,-80.5128209,,1,
11829789274,43.4925208,-80.5132978,,3,
11829789277,43.4920245,-80.5135921,,3,
11836181708,43.4549982,-80.5072636,,3,
11836181709,43.4550752,-80.5072114,,1,
11836181710,43.4546143,-80.5072263,,1,
11836181713,43.4554437,-80.5066497,,1,
11836181721,43.4549258,-80.5070486,,3,
11836231040,43.455776,-80.4884088,,3,
11836231042,43.4562902,-80.4876206,,1,
11836239957,43.4569408,-80.5086679,,1,
11836239958,43.4564195,-80.5091703,,3,
11836239960,43.4568773,-80.5089509,,3,
11840740707,43.5096144,-80.5355658,,3,
11840740712,43.5101715,-80.5354092,,1,
11840740713,43.5098721,-80.5348482,,3,
11840740715,43.5101956,-80.5346425,,1,
11840740716,43.5097769,-80.537051,,3,
11840740719,43.5101548,-80.536126,,3,
11840740720,43.5105979,-80.5364345,,3,
11840740721,43.5103679,-80.5370677,,3,
11840740722,43.5102386,-80.5369806,,3,
11840740723,43.5102016,-80.5370842,,1,
11840740724,43.5104661,-80.5363427,,3,
11840740725,43.5090201,-80.5372592,,3,
11840740726,43.5091378,-80.5373354,,3,
11840740728,43.5100546,-80.5379734,,3,
11840740730,43.5098654,-80.5378443,,3,
11840740731,43.5099833,-80.5375228,,1,
11840740738,43.509647,-80.5369636,,3,
11840740739,43.5108217,-80.5338061,,3,
11840740743,43.5102725,-80.5343101,,3,
11840740745,43.5100749,-80.5342833,,3,
11840740746,43.5104191,-80.5338804,,1,
11840740747,43.5109468,-80.5348555,,1,
11840740751,43.5110076,-80.5339249,,3,
11840740752,43.5089979,-80.5328808,,1,
11840740754,43.5101172,-80.5341655,,3,
11840740756,43.5108448,-80.5357549,,3,
11840740757,43.5106473,-80.5362988,,3,
11840740759,43.5106533,-80.5356267,,3,
11840740760,43.5109064,-80.5355854,,3,
11840740763,43.5101363,-80.5377315,,3,
11840740766,43.510319,-80.5372023,,3,
11840740767,43.5105292,-80.53852,,1,
11840740768,43.5099876,-80.5381715,,4,
11840754369,43.5100363,-80.5400599,,1,
11840754371,43.5098701,-80.5390016,,3,
11840754372,43.5098693,-80.5387884,,3,
11840754373,43.5097177,-80.5386537,,3,
11840754377,43.5095009,-80.5396366,,1,
11840754378,43.5094184,-80.5386913,,3,
11840754379,43.50927,-80.5391396,,1,
11840754380,43.5103862,-80.5388924,,1,
11840754381,43.5102492,-80.5389579,,1,
11840754382,43.5100877,-80.5386916,,3,
11840754383,43.5098516,-80.5392866,,1,
11840754386,43.509529,-80.5378996,,1,
11840754388,43.508629,-80.5381783,,3,
11840754393,43.5089302,-80.5375267,,3,
11840754394,43.5106999,-80.5371162,,1,
11840754395,43.5104199,-80.5369247,,3,
11840754396,43.5106121,-80.5363954,,3,
11840754399,43.5112978,-80.5364305,,1,
11840754400,43.51082,-80.5358232,,3,
11840754404,43.510957,-80.5354461,,3,
11840754406,43.5113004,-80.5344897,,3,
11840754411,43.5120112,-80.5342278,,3,
11840754413,43.5114169,-80.5339569,,3,
11840754414,43.5095291,-80.5395515,,3,
11851106535,43.4743649,-80.5113596,,1,
11851106538,43.4723259,-80.5115192,,1,
11851106548,43.4738229,-80.5117327,,1,
11851106549,43.4738336,-80.5118346,,1,
11851106552,43.4737642,-80.5121552,,3,
11860890591,43.4700092,-80.5959394,,1,
11862608982,43.4734478,-80.5165896,,1,
11862608984,43.4732744,-80.5164488,,3,
11862608991,43.4720249,-80.5218791,,1,
11862608993,43.472261,-80.4983996,,4,
11862608996,43.4723042,-80.4991357,,1,
11862608997,43.4722907,-80.4985388,,3,
11862608999,43.4721266,-80.4989064,,1,
11862609001,43.4721999,-80.4981241,,1,
11865414196,43.4639246,-80.4960276,,3,
11865414197,43.463728,-80.4963623,,1,
11865414198,43.463809,-80.4960579,,1,
11865414201,43.4636189,-80.4960706,,1,
11865414213,43.4641047,-80.4955366,,3,
11865414214,43.4642982,-80.4957672,,1,
11865414219,43.4657913,-80.4963801,,3,
11866668616,43.4717038,-80.5728318,,3,
11866668627,43.4703082,-80.5722105,,1,
11866980806,43.4752159,-80.5690754,,1,
11866980811,43.4754871,-80.5691216,,1,
11866980812,43.475077,-80.5687326,,1,
11866980815,43.475116,-80.5685529,,1,
11866980817,43.4757416,-80.5686532,,1,
11866980818,43.4757089,-80.5688657,,1,
11866980835,43.4755714,-80.5683364,,1,
11866980837,43.4753885,-80.5682902,,1,
11866980838,43.4764174,-80.5650827,,1,
11866980840,43.4762333,-80.5649879,,1,
11866980841,43.4763956,-80.5642313,,1,
11866980843,43.4765859,-80.5643272,,1,
11866980851,43.4767354,-80.5629619,,1,
11866980852,43.4765044,-80.5630036,,1,
11866980853,43.4762159,-80.5628015,,1,
11866980856,43.4761933,-80.5624861,,1,
11866980857,43.4764169,-80.5620798,,1,
11866980858,43.4765404,-80.562062,,1,
11866980862,43.4768833,-80.5625426,,1,
11866980864,43.476857,-80.5622163,,1,
11867103824,43.4864115,-80.56708,,3,
11867103826,43.4874446,-80.5680718,,1,
11867103827,43.4870957,-80.5676797,,3,
11867103831,43.4869229,-80.5677233,,3,
11867103832,43.4869671,-80.5675352,,3,
11867480238,43.493814,-80.5472092,,3,
11867480239,43.4945511,-80.5478247,,1,
11867480240,43.4942439,-80.5476142,,3,
11867480249,43.5030645,-80.5313844,,1,
11867480250,43.5031375,-80.531176,,3,
11867480253,43.5014214,-80.5271524,,3,
11867480255,43.5007886,-80.5283928,,3,
11867480259,43.5010469,-80.5272561,,4,
11867480260,43.5009444,-80.5274569,,3,
11867480261,43.500492,-80.5270189,,3,
11867480262,43.500859,-80.5276244,,3,
11867480263,43.5004767,-80.5272691,,3,
11867480264,43.5006986,-80.5274753,,3,
11867480265,43.500434,-80.5279665,,3,
11867480266,43.5010376,-80.5282265,,1,
11867480267,43.5013878,-80.5280628,,1,
11867480268,43.5011006,-80.5277987,,3,
11867489869,43.501526,-80.527969,,1,
11867489871,43.5013587,-80.5275586,,3,
11867489872,43.5012713,-80.5274735,,4,
11867489873,43.5016894,-80.5278805,,1,
11897291015,43.4840656,-80.4850676,,1,
11899590560,43.4843756,-80.4680565,,3,
11899590563,43.4859735,-80.469153,,3,
11899590565,43.4865607,-80.4694723,,1,
11899590567,43.4860409,-80.4693155,,3,
11899653274,43.4839395,-80.4692877,,3,
11899653276,43.4852557,-80.4705199,,1,
11899653278,43.4838792,-80.4694564,,3,
11899653281,43.4845403,-80.4696835,,3,
11899653283,43.4836683,-80.4700462,,3,
11899653290,43.4842361,-80.4707299,,3,
11899653291,43.4843047,-80.4704659,,3,
11899653294,43.4834857,-80.4705571,,3,
11899653296,43.4832418,-80.4712711,,3,
11899653308,43.4834243,-80.4713564,,3,
11899727816,43.4514574,-80.5912274,,1,
11899727818,43.4532005,-80.5918734,,3,
11899727819,43.4526974,-80.5912404,,3,
11899727824,43.4532399,-80.5900956,,3,
11899727831,43.4523265,-80.5903689,,1,
11900093052,43.4597535,-80.5183474,,3,
11900198638,43.4821514,-80.5447427,,3,
11900198645,43.4814326,-80.5428001,,3,
11900210179,43.4837431,-80.5440121,crossing,3,
11900210180,43.482245,-80.5449348,,3,
11900210181,43.4828946,-80.5442378,,3,
11900210183,43.4826438,-80.5441044,,1,
11900210198,43.4831569,-80.5440832,,3,
11900210199,43.4830486,-80.543736,,1,
11900210213,43.4833724,-80.5439561,,3,
11900210214,43.483268,-80.5436363,,1,
11900210230,43.4835589,-80.5416729,,3,
11900210235,43.4837814,-80.5435588,,3,
11900210236,43.4838545,-80.5440041,,3,
11900210239,43.4837248,-80.5422148,,3,
11900210242,43.4836645,-80.5420179,,3,
11900210243,43.4840559,-80.5433114,,3,
11900210244,43.4838411,-80.5437303,,3,
11900210252,43.4847361,-80.5437947,,3,
11900210253,43.4847729,-80.5440864,,3,
11900210255,43.4842392,-80.5435398,,3,
11900210460,43.4849199,-80.5407026,,3,
11900210466,43.4845224,-80.5401038,,1,
11900210470,43.4848387,-80.5404001,,1,
11900243465,43.480293,-80.5218943,,3,
11900243467,43.4799912,-80.5233296,,3,
11900243468,43.4798987,-80.5235678,,1,
11900264872,43.4801811,-80.5221345,,3,
11900264873,43.4801404,-80.5231626,,3,
11900264874,43.4798231,-80.5229026,,3,
11901343905,43.4630954,-80.5461992,,3,
11901343914,43.4627441,-80.5458763,,1,
11912210427,43.502949,-80.5497904,,3,
11912210429,43.5016784,-80.5507185,,3,
11912210430,43.5018802,-80.5508497,,3,
11912210431,43.5019975,-80.5505225,,1,
11912210432,43.5028534,-80.5500553,,3,
11912210433,43.5024058,-80.5497373,,1,
11912210434,43.5035594,-80.5501857,,3,
11912210436,43.5029758,-80.5502019,,3,
11912210437,43.5030911,-80.5498824,,3,
11912210439,43.5031385,-80.5511282,,1,
11912210440,43.5031421,-80.5499068,,3,
11912210442,43.5026098,-80.5481092,,3,
11912210443,43.5032613,-80.5495485,,3,
11912210444,43.502315,-80.5489523,,3,
11912210445,43.5028163,-80.5475187,,3,
11912210448,43.5026816,-80.5479038,,3,
11915656791,43.4922387,-80.5389215,,3,
11915656802,43.4939268,-80.5388151,,1,
11915656803,43.4932151,-80.5386212,crossing,4,
11915656804,43.4927687,-80.5387107,crossing,4,
11915656805,43.4939653,-80.5387003,,1,
11915656812,43.4945007,-80.5393966,,1,
11915656813,43.4949233,-80.5382099,,1,
11915656814,43.4944205,-80.539062,crossing,4,
11915656827,43.4878063,-80.532167,,3,
11915656830,43.4878512,-80.5320654,,1,
11915656831,43.4878531,-80.5320364,,1,
11916887410,43.4441021,-80.4992701,,1,
11916887411,43.4440379,-80.4992771,,1,
11919049725,43.4915356,-80.4830453,,1,
11919051109,43.4740922,-80.4845876,,1,
11919051117,43.4746259,-80.4846873,,1,
11919460386,43.5389512,-80.4858429,,3,
11919460398,43.5392948,-80.4864158,,3,
11920491541,43.4970856,-80.5460766,,5,
11922077791,43.4692157,-80.5334471,,3,
11922726338,43.4659268,-80.5232365,,3,
11922726344,43.4656288,-80.5235743,,3,
11922726346,43.4657676,-80.5235048,,1,
11922726347,43.4658125,-80.5232119,,3,
11928710412,43.4519628,-80.5024824,,3,
11928710413,43.4513552,-80.5006496,,4,
11928710415,43.4511743,-80.5000973,crossing,4,
11948162009,43.4564887,-80.5433298,,1,
11948162011,43.4561351,-80.5429953,,3,
11950812490,43.4519106,-80.5025489,crossing,4,
11950812493,43.4519338,-80.5024166,crossing,4,
11950812494,43.452218,-80.5019379,,1,
11950812495,43.4510223,-80.4996208,crossing,4,
11950870029,43.465196,-80.5332924,,3,
11953345272,43.4908772,-80.5354253,,3,
11953345273,43.4909304,-80.5353497,,4,
11953345277,43.4908317,-80.534302,,3,
